Channel,Time Coarse (u=ns),T.o.t. coarse (u=ns),Time fine (u=ns),T.o.t. fine (u=ns),Event time (ns),Event t.o.t. (ns),Energy (u= ADC channels),Acquisition time,Date
0,583570540,5,3.575802629812715,2.289471994770723,583570536.4241973,6.286330635041992,312,11:53:01,2023-11-22
0,584668155,5,1.4684580052876397,1.1396219863081656,584668153.531542,5.328836018979474,312,11:53:01,2023-11-22
0,585890925,5,1.766748568660523,2.9155261668116004,585890923.2332515,3.851222401848923,310,11:53:01,2023-11-22
0,590663465,5,4.393103307400945,5.0,590663460.6068966,4.393103307400945,312,11:53:01,2023-11-22
0,591158430,10,1.766748568660523,4.158063066480685,591158428.2332515,7.608685502179838,314,11:53:01,2023-11-22
0,591389860,5,4.393103307400945,5.0,591389855.6068966,4.393103307400945,310,11:53:01,2023-11-22
0,591422035,5,3.2169318268035463,5.0,591422031.7830682,3.2169318268035463,310,11:53:01,2023-11-22
0,591690985,5,2.0417889846681803,0.229780323678236,591690982.9582111,6.812008660989944,316,11:53:01,2023-11-22
0,591849365,5,4.393103307400945,5.0,591849360.6068966,4.393103307400945,311,11:53:01,2023-11-22
0,592273880,5,3.843686348435594,5.0,592273876.1563137,3.843686348435594,309,11:53:01,2023-11-22
0,592581620,10,2.0417889846681803,4.990056494867021,592581617.9582111,7.051732489801159,314,11:53:01,2023-11-22
0,593166240,5,3.2169318268035463,2.9155261668116004,593166236.7830682,5.301405659991946,311,11:53:01,2023-11-22
0,593201390,5,2.608700092796321,1.7618023496728783,593201387.3913,5.846897743123442,313,11:53:01,2023-11-22
0,593629045,10,3.575802629812715,4.990056494867021,593629041.4241973,8.585746134945694,317,11:53:01,2023-11-22
0,593678145,5,2.0417889846681803,5.0,593678142.9582111,2.0417889846681803,310,11:53:01,2023-11-22
0,593802985,10,2.608700092796321,4.158063066480685,593802982.3913,8.450637026315636,316,11:53:01,2023-11-22
0,593956730,5,4.393103307400945,5.0,593956725.6068966,4.393103307400945,308,11:53:01,2023-11-22
0,596169245,10,2.0417889846681803,3.586833135873657,596169242.9582111,8.454955848794523,315,11:53:01,2023-11-22
0,597378640,15,2.0417889846681803,4.404031679146508,597378637.9582111,12.637757305521673,329,11:53:01,2023-11-22
0,597656355,5,3.575802629812715,2.9155261668116004,597656351.4241973,5.660276463001114,333,11:53:01,2023-11-22
0,597754675,5,2.0417889846681803,0.8755974857449678,597754672.9582111,6.1661914989232125,314,11:53:01,2023-11-22
0,598428855,10,4.996279392796905,2.6104144902330413,598428850.0037206,12.385864902563863,327,11:53:01,2023-11-22
0,600141085,10,1.4684580052876397,0.229780323678236,600141083.531542,11.238677681609403,324,11:53:01,2023-11-22
0,600649355,5,3.2169318268035463,5.0,600649351.7830682,3.2169318268035463,308,11:53:01,2023-11-22
0,601108655,10,0.2391985666178367,4.990056494867021,601108654.7608014,5.249142071750816,311,11:53:01,2023-11-22
0,601780675,5,1.1463190792737374,4.158063066480685,601780673.853681,1.9882560127930522,311,11:53:01,2023-11-22
