Channel,Time Coarse (u=ns),T.o.t. coarse (u=ns),Time fine (u=ns),T.o.t. fine (u=ns),Event time (ns),Event t.o.t. (ns),Energy (u= ADC channels),Acquisition time,Date
0,418593215,5,3.843686348435594,3.586833135873657,418593211.15631366,5.256853212561937,311,11:51:14,2023-11-22
0,418706075,5,3.2169318268035463,3.586833135873657,418706071.7830682,4.63009869092989,312,11:51:14,2023-11-22
0,418880655,5,4.393103307400945,5.0,418880650.6068967,4.393103307400945,309,11:51:14,2023-11-22
0,419047590,5,3.843686348435594,2.6104144902330413,419047586.15631366,6.233271858202553,313,11:51:14,2023-11-22
0,419133305,5,1.4684580052876397,4.158063066480685,419133303.531542,2.3103949388069545,309,11:51:14,2023-11-22
0,419914365,5,1.4684580052876397,0.5426031410679164,419914363.531542,5.9258548642197235,312,11:51:14,2023-11-22
0,419947565,5,3.575802629812715,5.0,419947561.4241974,3.575802629812715,327,11:51:14,2023-11-22
0,421298210,5,2.0417889846681803,2.0351210729355738,421298207.958211,5.006667911732606,312,11:51:14,2023-11-22
0,421873580,5,3.2169318268035463,5.0,421873576.7830682,3.2169318268035463,310,11:51:14,2023-11-22
0,422757145,5,3.2169318268035463,0.229780323678236,422757141.7830682,7.98715150312531,316,11:51:14,2023-11-22
0,423299055,5,1.4684580052876397,0.5426031410679164,423299053.531542,5.9258548642197235,312,11:51:14,2023-11-22
0,424370230,5,4.697047734660885,2.0351210729355738,424370225.3029523,7.661926661725312,310,11:51:14,2023-11-22
0,425837370,20,0.8853367222471884,4.404031679146508,425837369.1146633,16.48130504310068,377,11:51:14,2023-11-22
0,426191190,5,4.393103307400945,5.0,426191185.6068967,4.393103307400945,310,11:51:14,2023-11-22
0,426199325,5,2.608700092796321,2.6104144902330413,426199322.3912999,4.99828560256328,313,11:51:14,2023-11-22
0,426579255,5,2.9171311346247,5.0,426579252.0828689,2.9171311346247,308,11:51:14,2023-11-22
0,427302030,5,4.393103307400945,5.0,427302025.6068967,4.393103307400945,308,11:51:14,2023-11-22
0,427687300,10,4.393103307400945,4.990056494867021,427687295.6068967,9.403046812533923,317,11:51:14,2023-11-22
0,428268345,25,3.575802629812715,3.223709168159773,428268341.4241974,25.35209346165294,505,11:51:14,2023-11-22
0,429313280,5,3.2169318268035463,0.8755974857449678,429313276.7830682,7.3413343410585785,315,11:51:14,2023-11-22
0,429441885,10,0.8853367222471884,3.223709168159773,429441884.1146633,7.661627554087415,328,11:51:14,2023-11-22
0,429479570,5,2.0417889846681803,3.223709168159773,429479567.958211,3.818079816508407,313,11:51:14,2023-11-22
0,429898205,5,0.5512480813339325,0.5426031410679164,429898204.4487519,5.0086449402660165,312,11:51:14,2023-11-22
0,429955385,10,4.140167675364619,4.158063066480685,429955380.85983235,9.982104608883933,320,11:51:14,2023-11-22
0,430179460,5,1.4684580052876397,1.7618023496728783,430179458.531542,4.706655655614761,312,11:51:14,2023-11-22
0,430227090,10,2.2965557390730877,2.289471994770723,430227087.70344424,10.007083744302363,324,11:51:14,2023-11-22
0,430324740,5,2.9171311346247,3.859218059681458,430324737.0828689,4.057913074943242,310,11:51:14,2023-11-22
0,430835890,5,2.9171311346247,2.6104144902330413,430835887.0828689,5.306716644391659,310,11:51:14,2023-11-22
0,430855295,5,3.2169318268035463,5.0,430855291.7830682,3.2169318268035463,309,11:51:14,2023-11-22
0,431820255,10,1.1463190792737374,1.7618023496728783,431820253.8536809,9.38451672960086,318,11:51:14,2023-11-22
0,432049710,5,4.393103307400945,0.5426031410679164,432049705.6068967,8.850500166333028,317,11:51:14,2023-11-22
0,432238650,5,4.393103307400945,5.0,432238645.6068967,4.393103307400945,309,11:51:14,2023-11-22
0,432478055,5,4.140167675364619,5.0,432478050.85983235,4.140167675364619,310,11:51:14,2023-11-22
0,433513080,5,0.2391985666178367,0.5426031410679164,433513079.76080143,4.696595425549921,310,11:51:14,2023-11-22
0,435470870,5,1.766748568660523,3.223709168159773,435470868.23325145,3.54303940050075,306,11:51:14,2023-11-22
0,436160520,5,4.697047734660885,5.0,436160515.3029523,4.697047734660885,310,11:51:14,2023-11-22
0,438147130,5,1.4684580052876397,5.0,438147128.531542,1.4684580052876397,308,11:51:14,2023-11-22
0,440274510,5,4.140167675364619,5.0,440274505.85983235,4.140167675364619,309,11:51:14,2023-11-22
0,440282590,5,4.996279392796905,2.9155261668116004,440282585.0037206,7.080753225985305,316,11:51:14,2023-11-22
0,442451965,10,0.2391985666178367,2.289471994770723,442451964.76080143,7.949726571847114,318,11:51:14,2023-11-22
0,444175450,5,3.575802629812715,0.5426031410679164,444175446.4241974,8.033199488744799,315,11:51:14,2023-11-22
0,445180375,5,1.1463190792737374,2.289471994770723,445180373.8536809,3.8568470845030145,312,11:51:14,2023-11-22
0,445339135,5,1.766748568660523,1.1396219863081656,445339133.23325145,5.627126582352357,315,11:51:14,2023-11-22
0,445434330,5,1.1463190792737374,0.5426031410679164,445434328.8536809,5.603715938205822,312,11:51:14,2023-11-22
0,447471790,10,0.8853367222471884,2.6104144902330413,447471789.1146633,8.274922232014147,318,11:51:14,2023-11-22
0,448722880,10,1.1463190792737374,1.1396219863081656,448722878.8536809,10.006697092965572,318,11:51:14,2023-11-22
0,448916575,5,4.697047734660885,0.8755974857449678,448916570.3029523,8.821450248915918,316,11:51:14,2023-11-22
0,449010920,5,2.9171311346247,4.990056494867021,449010917.0828689,2.927074639757679,310,11:51:14,2023-11-22
0,449515300,5,2.2965557390730877,5.0,449515297.70344424,2.2965557390730877,310,11:51:14,2023-11-22
0,449652615,5,4.697047734660885,5.0,449652610.3029523,4.697047734660885,308,11:51:14,2023-11-22
0,450239045,10,2.0417889846681803,4.717474597736704,450239042.958211,7.324314386931476,315,11:51:14,2023-11-22
0,450257845,5,0.8853367222471884,0.8755974857449678,450257844.1146633,5.00973923650222,312,11:51:14,2023-11-22
0,450462135,15,3.575802629812715,4.717474597736704,450462131.4241974,13.858328032076011,333,11:51:14,2023-11-22
0,451480485,5,2.2965557390730877,4.158063066480685,451480482.70344424,3.1384926725924025,311,11:51:14,2023-11-22
0,451783600,10,3.2169318268035463,4.404031679146508,451783596.7830682,8.81290014765704,316,11:51:14,2023-11-22
0,452306505,5,2.0417889846681803,5.0,452306502.958211,2.0417889846681803,309,11:51:14,2023-11-22
0,452481325,10,0.5512480813339325,3.223709168159773,452481324.4487519,7.327538913174159,316,11:51:14,2023-11-22
0,454525020,5,2.9171311346247,5.0,454525017.0828689,2.9171311346247,310,11:51:14,2023-11-22
0,454581805,5,4.393103307400945,5.0,454581800.6068967,4.393103307400945,310,11:51:14,2023-11-22
0,456527065,5,4.996279392796905,2.6104144902330413,456527060.0037206,7.385864902563863,314,11:51:14,2023-11-22
0,457116655,5,4.140167675364619,4.158063066480685,457116650.85983235,4.982104608883934,311,11:51:14,2023-11-22
0,457625460,5,4.697047734660885,2.289471994770723,457625455.3029523,7.407575739890163,315,11:51:14,2023-11-22
0,457986585,20,3.575802629812715,2.0351210729355738,457986581.4241974,21.54068155687714,395,11:51:14,2023-11-22
0,458830865,5,3.843686348435594,2.6104144902330413,458830861.15631366,6.233271858202553,312,11:51:14,2023-11-22
0,459520190,5,4.393103307400945,3.223709168159773,459520185.6068967,6.169394139241172,315,11:51:14,2023-11-22
0,459540845,10,0.5512480813339325,1.1396219863081656,459540844.4487519,9.411626095025767,317,11:51:14,2023-11-22
0,459950250,10,0.8853367222471884,2.289471994770723,459950249.1146633,8.595864727476465,317,11:51:14,2023-11-22
0,460293475,10,1.4684580052876397,4.158063066480685,460293473.531542,7.3103949388069545,315,11:51:14,2023-11-22
0,460465925,5,3.2169318268035463,5.0,460465921.7830682,3.2169318268035463,308,11:51:14,2023-11-22
0,460523060,5,4.697047734660885,2.289471994770723,460523055.3029523,7.407575739890163,314,11:51:14,2023-11-22
0,460793925,5,0.2391985666178367,1.1396219863081656,460793924.76080143,4.099576580309671,310,11:51:14,2023-11-22
0,461048500,5,0.8853367222471884,2.6104144902330413,461048499.1146633,3.274922232014147,314,11:51:14,2023-11-22
0,461136645,5,3.2169318268035463,0.229780323678236,461136641.7830682,7.98715150312531,316,11:51:14,2023-11-22
0,461211910,10,2.0417889846681803,4.990056494867021,461211907.958211,7.051732489801159,314,11:51:14,2023-11-22
0,464203640,5,1.766748568660523,0.229780323678236,464203638.23325145,6.536968244982287,313,11:51:14,2023-11-22
0,465142475,5,0.8853367222471884,1.7618023496728783,465142474.1146633,4.12353437257431,310,11:51:14,2023-11-22
0,465276950,5,4.697047734660885,4.990056494867021,465276945.3029523,4.706991239793864,309,11:51:14,2023-11-22
0,465406270,5,0.5512480813339325,3.586833135873657,465406269.4487519,1.9644149454602755,310,11:51:14,2023-11-22
0,465874755,10,2.9171311346247,4.717474597736704,465874752.0828689,8.199656536887996,315,11:51:14,2023-11-22
0,465958205,5,0.5512480813339325,2.0351210729355738,465958204.4487519,3.516127008398359,309,11:51:14,2023-11-22
0,466812465,5,0.8853367222471884,0.5426031410679164,466812464.1146633,5.342733581179273,311,11:51:14,2023-11-22
0,466920715,5,4.393103307400945,4.404031679146508,466920710.6068967,4.989071628254437,311,11:51:14,2023-11-22
0,467390280,10,0.5512480813339325,0.5426031410679164,467390279.4487519,10.008644940266016,319,11:51:14,2023-11-22
0,468198210,30,1.1463190792737374,2.6104144902330413,468198208.8536809,28.535904589040697,666,11:51:14,2023-11-22
0,468246765,10,0.8853367222471884,4.717474597736704,468246764.1146633,6.167862124510485,314,11:51:14,2023-11-22
0,468474585,5,2.9171311346247,1.7618023496728783,468474582.0828689,6.155328784951822,312,11:51:14,2023-11-22
0,469680305,5,1.766748568660523,3.586833135873657,469680303.23325145,3.179915432786866,310,11:51:14,2023-11-22
0,469721345,5,3.843686348435594,1.1396219863081656,469721341.15631366,7.704064362127428,327,11:51:14,2023-11-22
0,470364205,5,2.0417889846681803,4.990056494867021,470364202.958211,2.051732489801159,309,11:51:14,2023-11-22
0,471350290,5,3.575802629812715,1.7618023496728783,471350286.4241974,6.814000280139837,322,11:51:14,2023-11-22
0,472033590,5,4.140167675364619,3.586833135873657,472033585.85983235,5.553334539490962,311,11:51:14,2023-11-22
0,472306180,5,4.996279392796905,1.7618023496728783,472306175.0037206,8.234477043124027,315,11:51:14,2023-11-22
0,472841375,15,0.2391985666178367,0.8755974857449678,472841374.76080143,14.363601080872868,337,11:51:14,2023-11-22
0,474172305,5,4.140167675364619,4.158063066480685,474172300.85983235,4.982104608883934,311,11:51:14,2023-11-22
0,475884865,5,0.5512480813339325,4.717474597736704,475884864.4487519,0.8337734835972287,310,11:51:14,2023-11-22
0,475932355,5,0.2391985666178367,3.586833135873657,475932354.76080143,1.6523654307441795,309,11:51:14,2023-11-22
0,477042715,20,2.608700092796321,4.158063066480685,477042712.3912999,18.450637026315636,369,11:51:14,2023-11-22
0,477301375,10,2.608700092796321,0.229780323678236,477301372.3912999,12.378919769118085,339,11:51:14,2023-11-22
0,477599440,10,4.393103307400945,1.1396219863081656,477599435.6068967,13.253481321092778,332,11:51:14,2023-11-22
0,479079260,5,3.575802629812715,5.0,479079256.4241974,3.575802629812715,315,11:51:14,2023-11-22
0,479417550,10,2.0417889846681803,2.9155261668116004,479417547.958211,9.12626281785658,318,11:51:14,2023-11-22
0,479462640,5,1.1463190792737374,2.6104144902330413,479462638.8536809,3.535904589040696,311,11:51:14,2023-11-22
0,479466300,20,2.9171311346247,0.8755974857449678,479466297.0828689,22.04153364887973,421,11:51:14,2023-11-22
0,479788550,5,2.2965557390730877,4.990056494867021,479788547.70344424,2.3064992442060666,309,11:51:14,2023-11-22
0,480428555,5,4.393103307400945,1.4591054201222111,480428550.6068967,7.933997887278734,315,11:51:14,2023-11-22
0,480503125,5,2.0417889846681803,1.7618023496728783,480503122.958211,5.279986634995302,315,11:51:14,2023-11-22
0,480576730,5,4.393103307400945,1.4591054201222111,480576725.6068967,7.933997887278734,315,11:51:14,2023-11-22
0,481499815,5,3.575802629812715,4.404031679146508,481499811.4241974,4.1717709506662075,310,11:51:14,2023-11-22
0,481555155,5,1.766748568660523,4.717474597736704,481555153.23325145,2.049273970923819,311,11:51:14,2023-11-22
0,481622635,10,0.5512480813339325,2.6104144902330413,481622634.4487519,7.940833591100891,315,11:51:14,2023-11-22
0,481819735,5,3.575802629812715,4.158063066480685,481819731.4241974,4.417739563332029,371,11:51:14,2023-11-22
0,482422465,5,2.608700092796321,2.9155261668116004,482422462.3912999,4.693173925984721,311,11:51:14,2023-11-22
0,482505940,5,1.1463190792737374,2.0351210729355738,482505938.8536809,4.111198006338164,309,11:51:14,2023-11-22
0,482575505,5,2.608700092796321,5.0,482575502.3912999,2.608700092796321,306,11:51:14,2023-11-22
0,482935815,5,3.575802629812715,5.0,482935811.4241974,3.575802629812715,309,11:51:14,2023-11-22
0,483946335,10,2.608700092796321,4.158063066480685,483946332.3912999,8.450637026315636,316,11:51:14,2023-11-22
0,484472585,10,0.8853367222471884,2.9155261668116004,484472584.1146633,7.969810555435588,313,11:51:14,2023-11-22
0,484687125,10,4.140167675364619,4.158063066480685,484687120.85983235,9.982104608883933,321,11:51:14,2023-11-22
0,484942150,5,3.575802629812715,5.0,484942146.4241974,3.575802629812715,311,11:51:14,2023-11-22
0,485449735,10,0.5512480813339325,1.7618023496728783,485449734.4487519,8.789445731661054,317,11:51:14,2023-11-22
0,486530645,5,3.2169318268035463,1.1396219863081656,486530641.7830682,7.0773098404953805,315,11:51:14,2023-11-22
0,486549300,5,3.2169318268035463,2.289471994770723,486549296.7830682,5.927459832032824,313,11:51:14,2023-11-22
0,486651455,5,1.1463190792737374,3.586833135873657,486651453.8536809,2.5594859434000803,310,11:51:14,2023-11-22
0,486980710,5,1.766748568660523,3.223709168159773,486980708.23325145,3.54303940050075,309,11:51:14,2023-11-22
0,487192640,5,1.766748568660523,1.4591054201222111,487192638.23325145,5.307643148538312,311,11:51:14,2023-11-22
0,487820360,5,3.2169318268035463,1.1396219863081656,487820356.7830682,7.0773098404953805,312,11:51:14,2023-11-22
0,488578090,5,2.9171311346247,1.1396219863081656,488578087.0828689,6.777509148316534,313,11:51:14,2023-11-22
0,488894815,5,2.2965557390730877,5.0,488894812.70344424,2.2965557390730877,309,11:51:14,2023-11-22
0,489179700,5,1.766748568660523,1.7618023496728783,489179698.23325145,5.004946218987644,352,11:51:14,2023-11-22
0,489461105,5,2.608700092796321,0.229780323678236,489461102.3912999,7.378919769118085,313,11:51:14,2023-11-22
0,489834255,5,3.843686348435594,5.0,489834251.15631366,3.843686348435594,312,11:51:14,2023-11-22
0,490205945,5,4.140167675364619,5.0,490205940.85983235,4.140167675364619,309,11:51:14,2023-11-22
0,490534915,5,2.608700092796321,2.6104144902330413,490534912.3912999,4.99828560256328,311,11:51:14,2023-11-22
0,490841185,5,4.393103307400945,5.0,490841180.6068967,4.393103307400945,309,11:51:14,2023-11-22
0,491635425,5,2.0417889846681803,5.0,491635422.958211,2.0417889846681803,308,11:51:14,2023-11-22
0,492643140,10,3.843686348435594,2.289471994770723,492643136.15631366,11.554214353664872,324,11:51:14,2023-11-22
0,493728130,5,1.1463190792737374,2.9155261668116004,493728128.8536809,3.230792912462137,311,11:51:14,2023-11-22
0,493755840,30,0.5512480813339325,4.990056494867021,493755839.4487519,25.56119158646691,495,11:51:14,2023-11-22
0,494174685,25,3.843686348435594,1.4591054201222111,494174681.15631366,27.384580928313383,547,11:51:14,2023-11-22
0,494460240,5,1.4684580052876397,4.717474597736704,494460238.531542,1.7509834075509358,310,11:51:14,2023-11-22
0,495345610,5,2.9171311346247,5.0,495345607.0828689,2.9171311346247,332,11:51:14,2023-11-22
0,495849740,5,4.393103307400945,5.0,495849735.6068967,4.393103307400945,310,11:51:14,2023-11-22
0,496480230,5,1.4684580052876397,3.859218059681458,496480228.531542,2.609239945606182,310,11:51:14,2023-11-22
0,498057700,5,4.393103307400945,4.158063066480685,498057695.6068967,5.235040240920259,312,11:51:14,2023-11-22
0,498175180,10,1.4684580052876397,4.990056494867021,498175178.531542,6.4784015104206185,316,11:51:14,2023-11-22
0,498399915,10,2.608700092796321,2.0351210729355738,498399912.3912999,10.573579019860746,323,11:51:14,2023-11-22
0,498676240,10,2.0417889846681803,2.6104144902330413,498676237.958211,9.43137449443514,318,11:51:14,2023-11-22
0,499000825,5,4.697047734660885,5.0,499000820.3029523,4.697047734660885,310,11:51:14,2023-11-22
0,499289285,10,4.140167675364619,2.6104144902330413,499289280.85983235,11.529753185131579,324,11:51:14,2023-11-22
0,499464375,5,4.697047734660885,5.0,499464370.3029523,4.697047734660885,312,11:51:14,2023-11-22
0,500211270,25,4.996279392796905,2.9155261668116004,500211265.0037206,27.080753225985305,547,11:51:14,2023-11-22
0,500749790,25,0.5512480813339325,4.717474597736704,500749789.4487519,20.833773483597227,387,11:51:14,2023-11-22
0,501108610,5,2.608700092796321,2.289471994770723,501108607.3912999,5.319228098025598,312,11:51:14,2023-11-22
0,501272045,5,0.5512480813339325,0.229780323678236,501272044.4487519,5.321467757655697,311,11:51:14,2023-11-22
0,501598895,5,3.843686348435594,4.990056494867021,501598891.15631366,3.853629853568573,310,11:51:14,2023-11-22
0,502430210,5,0.8853367222471884,0.229780323678236,502430209.1146633,5.655556398568953,312,11:51:14,2023-11-22
0,503120915,5,0.8853367222471884,2.6104144902330413,503120914.1146633,3.274922232014147,310,11:51:14,2023-11-22
0,504030415,5,1.4684580052876397,2.289471994770723,504030413.531542,4.178986010516917,337,11:51:14,2023-11-22
0,504056295,5,2.0417889846681803,0.8755974857449678,504056292.958211,6.1661914989232125,311,11:51:14,2023-11-22
0,505377970,5,0.2391985666178367,0.8755974857449678,505377969.76080143,4.363601080872869,310,11:51:14,2023-11-22
0,506359800,15,2.0417889846681803,4.717474597736704,506359797.958211,12.324314386931476,326,11:51:14,2023-11-22
0,507762270,5,2.2965557390730877,5.0,507762267.70344424,2.2965557390730877,309,11:51:14,2023-11-22
0,508914045,5,3.843686348435594,5.0,508914041.15631366,3.843686348435594,310,11:51:14,2023-11-22
0,509558475,5,2.2965557390730877,5.0,509558472.70344424,2.2965557390730877,308,11:51:14,2023-11-22
0,509769340,5,0.2391985666178367,0.5426031410679164,509769339.76080143,4.696595425549921,312,11:51:14,2023-11-22
0,509882250,5,4.140167675364619,5.0,509882245.85983235,4.140167675364619,309,11:51:14,2023-11-22
0,511335800,5,4.697047734660885,5.0,511335795.3029523,4.697047734660885,312,11:51:14,2023-11-22
0,511716655,10,1.4684580052876397,2.0351210729355738,511716653.531542,9.433336932352066,320,11:51:14,2023-11-22
0,511818765,5,1.4684580052876397,4.158063066480685,511818763.531542,2.3103949388069545,310,11:51:14,2023-11-22
0,512096885,5,4.697047734660885,4.990056494867021,512096880.3029523,4.706991239793864,310,11:51:14,2023-11-22
0,514101635,5,0.8853367222471884,3.586833135873657,514101634.1146633,2.2985035863735312,310,11:51:14,2023-11-22
0,514690655,5,3.2169318268035463,5.0,514690651.7830682,3.2169318268035463,310,11:51:14,2023-11-22
0,514948995,10,1.4684580052876397,4.717474597736704,514948993.531542,6.750983407550936,321,11:51:14,2023-11-22
0,515287915,10,3.2169318268035463,3.586833135873657,515287911.7830682,9.630098690929888,322,11:51:14,2023-11-22
